source,target,attributes
WIND FARMS,AUSTRALIAN ELECTRICITY DEMAND,"{'weight': 1.0, 'description': 'Australian electricity demand is related to wind farms as both are datasets used for pretraining and fine-tuning', 'source_id': '4c09f35749179fe18c7d7290eaa57955'}"
NOAA,WEATHER SERIES,"{'weight': 1.0, 'description': 'Weather series is related to NOAA as NOAA provides weather data', 'source_id': '6820cea275275e87630a6876e890c525'}"
PM2.5,PM10,"{'weight': 1.0, 'description': 'PM2.5 is related to PM10 as both are measures of particulate matter in the air', 'source_id': '6820cea275275e87630a6876e890c525'}"
NO2,CO,"{'weight': 1.0, 'description': 'NO2 is related to CO as both are measures of air pollution', 'source_id': '6820cea275275e87630a6876e890c525'}"
CO,O3,"{'weight': 1.0, 'description': 'CO is related to O3 as both are measures of air pollution', 'source_id': '6820cea275275e87630a6876e890c525'}"
O3,SO2,"{'weight': 1.0, 'description': 'O3 is related to SO2 as both are measures of air pollution', 'source_id': '6820cea275275e87630a6876e890c525'}"
BEIJING,LONDON,"{'weight': 1.0, 'description': 'Beijing is related to London as both are cities with air quality data', 'source_id': '6820cea275275e87630a6876e890c525'}"
BEIJING,BEIJING PM2.5 DATASET,"{'weight': 1.0, 'description': 'The Beijing PM2.5 dataset includes data from Beijing', 'source_id': '85902d07a5ac3acacd692810072fa1c6'}"
TEMPERATURE,RAIN,"{'weight': 1.0, 'description': 'Temperature is related to rain as rain can affect temperature', 'source_id': '6820cea275275e87630a6876e890c525'}"
SNOW,SNOW DEPTH,"{'weight': 1.0, 'description': 'Snow is related to snow depth as snow depth can affect snow', 'source_id': '6820cea275275e87630a6876e890c525'}"
MINTEMP,MAXTEMP,"{'weight': 1.0, 'description': 'Minimum temperature is related to maximum temperature as both are measures of temperature', 'source_id': '6820cea275275e87630a6876e890c525'}"
CLIMATE STATIONS,AUSTRALIA,"{'weight': 1.0, 'description': 'Climate stations are related to Australia as Australia has climate stations', 'source_id': '6820cea275275e87630a6876e890c525'}"
BIKES,PEDESTRIAN COUNTS,"{'weight': 1.0, 'description': 'Bikes are related to pedestrian counts as both are measures of transportation', 'source_id': '6820cea275275e87630a6876e890c525'}"
PEDESTRIAN COUNTS,TRANSPORT & TOURISM,"{'weight': 1.0, 'description': 'Transport and tourism is related to pedestrian counts as pedestrian counts is a dataset used for pretraining and fine-tuning', 'source_id': '4c09f35749179fe18c7d7290eaa57955'}"
PEDESTRIAN COUNTS,SAN FRANCISCO TRAFFIC,"{'weight': 1.0, 'description': 'San Francisco traffic is related to pedestrian counts as both are datasets used for pretraining and fine-tuning', 'source_id': '4c09f35749179fe18c7d7290eaa57955'}"
UBER,LYFT,"{'weight': 2.0, 'description': 'Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant details:\n\nUber and Lyft are two prominent rideshare services that offer various hourly statistics. Both companies are related as they operate in the same industry, specifically as ride-hailing companies. This connection suggests that they may share similar characteristics, such as providing transportation services to customers, and may have comparable hourly statistics, including metrics like demand, supply, and pricing.\n\nGiven the context of rideshare services, it is likely that the hourly statistics provided for Uber and Lyft include data on the number of rides, revenue, driver availability, and passenger demand. These statistics can be useful for understanding the dynamics of the rideshare market and for making informed decisions about pricing, supply, and demand.\n\nThe relationship between Uber and Lyft as ride-hailing companies also implies that they may face similar challenges and opportunities, such as managing driver supply, optimizing routes, and responding to changes in demand. By analyzing the hourly statistics of both companies, researchers and analysts can gain insights into the rideshare market and develop strategies to improve the efficiency and effectiveness of these services.\n\nOverall, the summary highlights the connection between Uber and Lyft as ride-hailing companies and provides context for understanding the hourly statistics provided for each entity.', 'source_id': '6820cea275275e87630a6876e890c525,a875a1c0bede47a1c4e3823be81c42c6'}"
NEW YORK,MELBOURNE,"{'weight': 1.0, 'description': 'New York and Melbourne are locations of various data sources', 'source_id': 'a875a1c0bede47a1c4e3823be81c42c6'}"
NEW YORK,SAN FRANCISCO BAY AREA,"{'weight': 1.0, 'description': 'New York and San Francisco Bay area are locations of various data sources', 'source_id': 'a875a1c0bede47a1c4e3823be81c42c6'}"
MELBOURNE,PEDIESTRIAN COUNTS,"{'weight': 1.0, 'description': 'The city of Melbourne is the location where hourly pedestrian counts were recorded', 'source_id': '76cc338e586223647fd3dbe4e7a7c131'}"
UBER TLC,ELECTRICITY WEATHER CPU USAGE,"{'weight': 1.0, 'description': 'Electricity weather CPU usage is related to Uber TLC as Uber TLC is a specific type of electricity weather CPU usage', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
M1,M3,"{'weight': 1.0, 'description': 'M1 and M3 are forecasting competitions that contain time series data from various domains', 'source_id': 'a875a1c0bede47a1c4e3823be81c42c6'}"
ENGLISH WIKIPEDIA,PAGE VIEWS,"{'weight': 1.0, 'description': 'English Wikipedia is related to page views as it contains information on the number of times a Wikipedia article is viewed', 'source_id': '2565ae205d4c98342168bb67a4f7a309'}"
NHITS,TIMEGPT,"{'weight': 1.0, 'description': 'NHITS and TimeGPT are both types of time series forecasting models', 'source_id': 'f912df936d0b735fe654d1a9c53caa3b'}"
LAG-LAGMA,ONEFITSSALL,"{'weight': 1.0, 'description': 'OneFitsAll is related to Lag-Llama as both are methods for probabilistic forecasting', 'source_id': 'f0c52387a7b3a5c3850fe6991f0a7c83'}"
LAG-LAGMA,CRPS,"{'weight': 1.0, 'description': 'Lag-Lagma is related to CRPS as CRPS is a specific type of Lag-Lagma', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
LAG-LAGMA,SUPERVISED BASELINES,"{'weight': 1.0, 'description': 'Lag-Lagma is related to supervised baselines as supervised baselines are a specific type of Lag-Lagma', 'source_id': 'ec7705b83cf4fe3aa18662c917b18c1a'}"
PREDICTION LENGTH,MULTIPLIER,"{'weight': 1.0, 'description': 'Multiplier is related to prediction length as prediction length is set based on multiplier', 'source_id': '1ddbab2dca370c9ef7b5a724075518cc'}"
PREDICTION LENGTH,DATASET SPLIT,"{'weight': 1.0, 'description': 'Dataset split is related to prediction length as prediction length is used to evaluate models', 'source_id': '51ee17c1f0212d4c94010d8e376f649b'}"
PREDICTION LENGTH,WINDOW LENGTH,"{'weight': 1.0, 'description': 'Window length is related to prediction length as window length and prediction length are used to control the length of the predictions made by a model', 'source_id': 'fa01b75dccc556af8aca0d6c47e1970f'}"
FREQUENCY,MULTIPLIER,"{'weight': 1.0, 'description': 'Frequency is related to multiplier as multiplier is used to set context length based on frequency', 'source_id': '1ddbab2dca370c9ef7b5a724075518cc'}"
FREQUENCY,SPARSITY,"{'weight': 1.0, 'description': 'Frequency and sparsity are characteristics of time series that TimeGPT can handle', 'source_id': '518bfcd6711530089fe3914ca16459c2'}"
STATSFORCAST,SEASONALNAIVE,"{'weight': 1.0, 'description': 'STATSFORCAST is used with SEASONALNAIVE as a statistical baseline', 'source_id': '1ddbab2dca370c9ef7b5a724075518cc'}"
POINT FORECASTS,PREDICTIONS,"{'weight': 1.0, 'description': 'Point forecasts are related to predictions as point forecasts are a type of prediction', 'source_id': 'f0808ad97bc4d26391284145427770e5'}"
POINT FORECASTS,MEAN ABSOLUTE SCALING ERROR,"{'weight': 1.0, 'description': 'MASE is related to point forecasts as MASE is used to evaluate point forecasts', 'source_id': 'f0808ad97bc4d26391284145427770e5'}"
PROBABILISTIC FORECASTS,PREDICTIONS,"{'weight': 1.0, 'description': 'Probabilistic forecasts are related to predictions as probabilistic forecasts are a type of prediction', 'source_id': 'f0808ad97bc4d26391284145427770e5'}"
MEAN ABSOLUTE SCALING ERROR,SEASONAL NAIVE MODEL,"{'weight': 1.0, 'description': 'Seasonal naive model is related to MASE as seasonal naive model is used to estimate the empirical error of a time series', 'source_id': 'f0808ad97bc4d26391284145427770e5'}"
SEASONAL NAIVE MODEL,RELATIVE MEAN ABSOLUTE ERROR,"{'weight': 1.0, 'description': 'Seasonal Naive model is used as a baseline for comparison with Relative Mean Absolute Error (rMAE)', 'source_id': 'fb67fcff21ac521a5ed8b202412ec1fc'}"
SEASONAL NAIVE MODEL,RELATIVE ROOT MEAN SQUARE ERROR,"{'weight': 1.0, 'description': 'Seasonal Naive model is used as a baseline for comparison with Relative Root Mean Square Error (rRMSE)', 'source_id': 'fb67fcff21ac521a5ed8b202412ec1fc'}"
QUANTILES,PREDICTED QUANTILES,"{'weight': 1.0, 'description': 'Predicted quantiles are related to quantiles as predicted quantiles are a type of quantile', 'source_id': 'f0808ad97bc4d26391284145427770e5'}"
CONTINUOUS RANKED PROBABILITY SCORE,LAG-LLAMA MODEL,"{'weight': 1.0, 'description': 'Continuous ranked probability score is related to Lag-Llama model as continuous ranked probability score is used to evaluate the performance of a model', 'source_id': 'fa01b75dccc556af8aca0d6c47e1970f'}"
PREDICTIONS,UNCERTAINTY,"{'weight': 1.0, 'description': 'Uncertainty is related to predictions as predictions aim to reduce uncertainty', 'source_id': 'f8f6fec6d1d7eda0349d3c52c4c96d97'}"
PREDICTIONS,GROUND TRUTHS,"{'weight': 1.0, 'description': 'Ground truths are related to predictions as they are the actual values that the model is trying to predict', 'source_id': '3174231a67593609c727151c9df31d0a'}"
PREDICTIONS,OUTPUT PATCHES,"{'weight': 1.0, 'description': 'Predictions are related to output patches as they are the values that the model outputs', 'source_id': '3174231a67593609c727151c9df31d0a'}"
CRPS,DATA HISTORY,"{'weight': 1.0, 'description': 'CRPS is related to data history as CRPS is a metric that is affected by data history', 'source_id': 'd08a82328191907abfcdb72efab9a6cf'}"
CRPS,NBEATS,"{'weight': 1.0, 'description': 'NBEATS is related to CRPS as CRPS is used to evaluate the performance of NBEATS', 'source_id': '990578022879395d00b7a5b229863c2f'}"
CRPS,ETSFORMER,"{'weight': 1.0, 'description': 'ETSFORMER is related to CRPS as CRPS is used to evaluate the performance of ETSFORMER', 'source_id': '990578022879395d00b7a5b229863c2f'}"
TIMEGPT,AZUL GARZA,"{'weight': 1.0, 'description': 'TimeGPT is related to Azul Garza as Azul Garza is one of the authors of the paper introducing TimeGPT', 'source_id': 'f8f6fec6d1d7eda0349d3c52c4c96d97'}"
TIMEGPT,CRISTIAN CHALLU,"{'weight': 1.0, 'description': 'TimeGPT is related to Cristian Challu as Cristian Challu is one of the authors of the paper introducing TimeGPT', 'source_id': 'f8f6fec6d1d7eda0349d3c52c4c96d97'}"
TIMEGPT,MAX MERGENTHALER-CANSECO,"{'weight': 1.0, 'description': 'TimeGPT is related to Max Mergenthaler-Canseco as Max Mergenthaler-Canseco is one of the authors of the paper introducing TimeGPT', 'source_id': 'f8f6fec6d1d7eda0349d3c52c4c96d97'}"
TIMEGPT,PRE-TRAINED MODEL,"{'weight': 1.0, 'description': 'TimeGPT is a pre-trained model that can produce accurate predictions across a diverse array of domains and applications without additional training', 'source_id': '6771b6279846e780d6807b15184ae008'}"
TIMEGPT,VASWANI ET AL.,"{'weight': 1.0, 'description': 'TimeGPT is based on the Transformer architecture introduced by Vaswani et al.', 'source_id': '518bfcd6711530089fe3914ca16459c2'}"
TIMEGPT,CONFORMAL PREDICTIONS,"{'weight': 1.0, 'description': 'TimeGPT uses conformal predictions to estimate prediction intervals based on historic errors', 'source_id': 'fb67fcff21ac521a5ed8b202412ec1fc'}"
TIMEGPT,HISTORICAL VALUES,"{'weight': 1.0, 'description': 'Historical values are used as inputs to TimeGPT to produce forecasts', 'source_id': 'fb67fcff21ac521a5ed8b202412ec1fc'}"
TIMEGPT,EXOGENOUS VARIABLES,"{'weight': 1.0, 'description': 'Exogenous variables are used as inputs to TimeGPT to produce forecasts', 'source_id': 'fb67fcff21ac521a5ed8b202412ec1fc'}"
TIMEGPT,ZERO-SHOT INFERENCE,"{'weight': 2.0, 'description': 'Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant information from the nearby text:\n\nTimeGPT is a machine learning model that is utilized for zero-shot inference. Zero-shot inference, in turn, is closely related to TimeGPT as it has been tested in various zero-shot inference tasks. This suggests that TimeGPT is capable of performing well in scenarios where it has not been explicitly trained on the specific task at hand, relying on its general knowledge and understanding to make accurate predictions.\n\nThe use of TimeGPT for zero-shot inference is a significant aspect of its functionality, and its performance in this area has been evaluated through various tasks. This highlights the potential of TimeGPT as a versatile tool for making predictions and generating insights in a wide range of domains.\n\nOverall, the relationship between TimeGPT and zero-shot inference is a key aspect of its capabilities, and further research and evaluation are likely to be conducted to fully understand its potential and limitations in this area.\n\nRelevant information from the nearby text:\n\n* The text is written in English, which is a formal and academic language.\n* The text contains technical terms, mathematical equations, and references to academic papers, which are all written in English.\n* The use of English words and phrases, such as ""time series,"" ""long-term series forecasting,"" ""frequency analysis,"" and ""multi-head cross-attention,"" further supports the conclusion that the text is written in English.\n\nNote: The provided descriptions are not contradictory, and the summary is a coherent representation of the information provided.', 'source_id': 'f8afc5a341360ab82dfbe9ebbb7f8e84,f912df936d0b735fe654d1a9c53caa3b'}"
TIMEGPT,BENCHMARK MODELS,"{'weight': 1.0, 'description': 'TimeGPT is compared to benchmark models', 'source_id': 'f8afc5a341360ab82dfbe9ebbb7f8e84'}"
TIMEGPT,RMAE,"{'weight': 1.0, 'description': 'TimeGPT is related to rMAE as rMAE is a metric used to evaluate the performance of TimeGPT', 'source_id': 'f912df936d0b735fe654d1a9c53caa3b'}"
TIMEGPT,RRMSE,"{'weight': 1.0, 'description': 'TimeGPT is related to rRMSE as rRMSE is a metric used to evaluate the performance of TimeGPT', 'source_id': 'f912df936d0b735fe654d1a9c53caa3b'}"
TIMEGPT,PYTHON SDK,"{'weight': 2.0, 'description': 'Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant details:\n\nThe primary entities involved are ""TIMEGPT"" and ""PYTHON SDK"". \n\nTIMEGPT is a time series forecasting model that can be utilized through a software development kit (SDK). The PYTHON SDK is specifically designed for this purpose, allowing developers to leverage the capabilities of TIMEGPT in their applications.\n\nThe relationship between TIMEGPT and PYTHON SDK is that the latter provides a platform for accessing and utilizing the former. This enables developers to integrate TIMEGPT\'s time series forecasting capabilities into their projects using the PYTHON SDK.\n\nOverall, the connection between TIMEGPT and PYTHON SDK is one of integration and accessibility, with the SDK serving as a gateway to the TIMEGPT model\'s functionality.', 'source_id': '6383536333b1a09cc9e6f8d4ea5e9bce,b8ce119147e4d1454453c514e68dc4dc'}"
TIMEGPT,REST API,"{'weight': 2.0, 'description': ""Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant details:\n\nTimeGPT and REST API are two entities that are closely related. TimeGPT is a software interface that can be accessed through a REST API, which is a software interface for accessing TimeGPT. This suggests a client-server architecture where TimeGPT is the server and the REST API is the interface through which clients can interact with TimeGPT.\n\nIn other words, the REST API serves as a gateway to TimeGPT, allowing users to access its functionality and features through a standardized interface. This relationship between TimeGPT and REST API enables seamless communication and interaction between the two entities, facilitating the exchange of data and services.\n\nOverall, the summary highlights the interdependence of TimeGPT and REST API, with the latter providing a critical interface for accessing the former's capabilities."", 'source_id': '6383536333b1a09cc9e6f8d4ea5e9bce,b8ce119147e4d1454453c514e68dc4dc'}"
