id,attributes
JIANMIN WANG,"{'type': 'AUTHOR', 'description': 'Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant details:\n\nJianmin Wang is a researcher and author who has contributed to several papers in the field of time series forecasting. Specifically, he is an author of two notable papers: ""Autoformer: Decomposition transformers with auto-correlation for long-term series forecasting"" and ""Non-stationary transformers: Exploring the stationarity in time series forecasting"". These papers demonstrate his expertise in developing innovative models for long-term series forecasting, including the use of decomposition transformers and non-stationary transformers. His work has likely been presented at conferences such as ICLR, AAAI, or PMLR, and has been published in academic journals. Overall, Jianmin Wang is a prominent figure in the field of time series forecasting, with a focus on developing effective models for long-term series forecasting.', 'source_id': '8c4fb3f97d731ab00c60399045cd97bd,a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
MINGSHENG LONG,"{'type': 'AUTHOR', 'description': 'Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant details:\n\nMingsheng Long is a researcher and author who has contributed to several papers in the field of time series forecasting. Specifically, he is an author of two notable papers: ""Autoformer: Decomposition transformers with auto-correlation for long-term series forecasting"" and ""Non-stationary transformers: Exploring the stationarity in time series forecasting"". These papers demonstrate his expertise in developing innovative models for long-term series forecasting, including the use of decomposition transformers and non-stationary transformers. His work has likely had a significant impact on the field of time series forecasting, and his contributions are a testament to his expertise in this area.\n\nRelevant details from the nearby text include:\n\n* The primary language of the text is English, which suggests that the papers written by Mingsheng Long are also in English.\n* The use of technical terms, mathematical equations, and references to academic papers in the text indicates that Mingsheng Long\'s work is grounded in academic research and is likely to be of interest to experts in the field of time series forecasting.\n* The fact that Mingsheng Long has authored multiple papers on time series forecasting suggests that he is a prolific researcher in this area and is likely to be a leading expert in the field.\n\nOverall, Mingsheng Long is a notable researcher and author who has made significant contributions to the field of time series forecasting through his work on decomposition transformers and non-stationary transformers.', 'source_id': '8c4fb3f97d731ab00c60399045cd97bd,a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
ZIYANG MA,"{'type': 'AUTHOR', 'description': 'Ziyang Ma is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
WEN WU,"{'type': 'AUTHOR', 'description': 'Wen Wu is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
ZHISHENG ZHENG,"{'type': 'AUTHOR', 'description': 'Zhisheng Zheng is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
YIWEI GUO,"{'type': 'AUTHOR', 'description': 'Yiwei Guo is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
QIAN CHEN,"{'type': 'AUTHOR', 'description': 'Qian Chen is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
SHILIANG ZHANG,"{'type': 'AUTHOR', 'description': 'Shiliang Zhang is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
XIE CHEN,"{'type': 'AUTHOR', 'description': 'Xie Chen is an author of the paper ""Leveraging speech ptm, text llm, and emotional tts for speech emotion recognition""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
SPYROS MAKRIDAKIS,"{'type': 'AUTHOR', 'description': 'Spyros Makridakis is an author of the paper ""The m4 competition: Results, findings, conclusion and way forward""Spyros Makridakis is an author of the paper ""The m3-competition: results, conclusions and implications""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf', 'entity_type': 'AUTHOR'}"
MICHELE HIBON,"{'type': 'AUTHOR', 'description': 'Michele Hibon is an author of the paper ""The m3-competition: results, conclusions and implications""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
EVANGELOS SPILIOTIS,"{'type': 'AUTHOR', 'description': 'Evangelos Spiliotis is an author of the paper ""The m4 competition: Results, findings, conclusion and way forward""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
VASSILIOS ASSIMAKOPOULOS,"{'type': 'AUTHOR', 'description': 'Vassilios Assimakopoulos is an author of the paper ""The m4 competition: Results, findings, conclusion and way forward""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
IGOR MELNYK,"{'type': 'AUTHOR', 'description': 'Igor Melnyk is an author of the paper ""Reprogramming pretrained language models for antibody sequence infilling""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
VIJIL CHENTHAMARAKSHAN,"{'type': 'AUTHOR', 'description': 'Vijil Chenthamarakshan is an author of the paper ""Reprogramming pretrained language models for antibody sequence infilling""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
PAYEL DAS,"{'type': 'AUTHOR', 'description': 'Based on the provided information, here is a comprehensive summary of the data in third person, including the entity names and relevant details:\n\nPayel Das is a researcher and author who has contributed to multiple academic papers. Specifically, she is an author of two papers: ""Reprogramming language models for molecular representation learning"" and ""Reprogramming pretrained language models for antibody sequence infilling."" These papers suggest that Payel Das has expertise in the areas of language models, molecular representation learning, and antibody sequence infilling. Her work likely involves the application of machine learning and artificial intelligence techniques to understand and represent complex biological systems.\n\nGiven the context of the provided descriptions, it appears that Payel Das is a researcher in the field of artificial intelligence and machine learning, with a focus on its applications in molecular biology and bioinformatics. Her work may involve the development of new methods and techniques for representing and analyzing biological data using language models and other machine learning approaches.\n\nOverall, Payel Das is a researcher with expertise in the intersection of artificial intelligence, machine learning, and molecular biology, and her work has been published in academic papers on these topics.', 'source_id': '8c4fb3f97d731ab00c60399045cd97bd,a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
AMIT DHURANDHAR,"{'type': 'AUTHOR', 'description': 'Amit Dhurandhar is an author of the paper ""Reprogramming pretrained language models for antibody sequence infilling""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
INKIT PADHI,"{'type': 'AUTHOR', 'description': 'Inkit Padhi is an author of the paper ""Reprogramming pretrained language models for antibody sequence infilling""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
DEVLEENA DAS,"{'type': 'AUTHOR', 'description': 'Devleena Das is an author of the paper ""Reprogramming pretrained language models for antibody sequence infilling""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
SUVIR MIRCHANDANI,"{'type': 'AUTHOR', 'description': 'Suvir Mirchandani is an author of the paper ""Large language models as general pattern machines""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
FEI XIA,"{'type': 'AUTHOR', 'description': 'Fei Xia is an author of the paper ""Large language models as general pattern machines""', 'source_id': 'a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
PETE FLORENCE,"{'type': 'AUTHOR', 'description': 'Pete Florence is an author of the paper ""Large language models as general pattern machines""', 'source_id': '81b15ffb0d853301758618e61757cca9,a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
DANNY DRIESS,"{'type': 'AUTHOR', 'description': 'Danny Driess is an author of the paper ""Large language models as general pattern machines""', 'source_id': '81b15ffb0d853301758618e61757cca9,a4bb4cfc468e2f87ad5d8a4b451bcbbf'}"
